finding_id,application_id,application_name,environment,cve,component_ref,cvss,epss,internet_exposed,runtime_reachable,business_criticality,concert_like_risk_score,suggested_priority,status,scanner
FND-000139,APP-0004,Mobile Banking,preproduction,CVE-2021-44228,pkg:maven/org.apache.commons/commons-text@5.5.7?instance=23,5.3,0.425,False,False,High,4.4,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000140,APP-0004,Mobile Banking,preproduction,CVE-2023-44487,pkg:maven/io.netty/netty-handler@1.16.2?instance=11,6.3,0.3895,False,False,High,5.2,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000141,APP-0004,Mobile Banking,preproduction,CVE-2023-44487,pkg:maven/com.fasterxml.jackson.core/jackson-databind@9.7.5?instance=45,5.9,0.2943,False,False,High,4.6,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000142,APP-0004,Mobile Banking,preproduction,CVE-2023-44487,pkg:maven/org.postgresql/postgresql@2.16.12?instance=41,7.8,0.4313,True,True,High,10,P1,Open,SyntheticScanner
FND-000143,APP-0005,Gestion Contrats,production,CVE-2024-21626,pkg:maven/org.postgresql/postgresql@4.0.4?instance=54,6.1,0.1628,True,True,High,8.5,P1,Open,SyntheticScanner
FND-000144,APP-0005,Gestion Contrats,production,CVE-2022-22965,pkg:maven/org.apache.logging.log4j/log4j-core@3.7.8?instance=20,8.6,0.3051,False,True,High,10,P1,Open,SyntheticScanner
FND-000145,APP-0005,Gestion Contrats,production,CVE-2025-32463,pkg:maven/org.apache.commons/commons-text@9.5.7?instance=8,5.0,0.2514,False,True,High,5.7,P2,Open,SyntheticScanner
FND-000146,APP-0005,Gestion Contrats,production,CVE-2024-3094,pkg:maven/org.apache.logging.log4j/log4j-core@8.13.1?instance=16,4.0,0.2478,False,False,High,3.0,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000147,APP-0005,Gestion Contrats,production,CVE-2025-29927,pkg:maven/org.apache.logging.log4j/log4j-core@8.13.1?instance=16,9.7,0.0558,False,False,High,6.6,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000148,APP-0005,Gestion Contrats,production,CVE-2024-21626,pkg:maven/com.fasterxml.jackson.core/jackson-databind@6.0.4?instance=11,5.7,0.2232,False,False,High,4.3,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000149,APP-0005,Gestion Contrats,production,CVE-2023-44487,pkg:maven/org.springframework/spring-core@1.0.9?instance=57,6.5,0.2372,True,True,High,9.4,P1,Open,SyntheticScanner
FND-000150,APP-0005,Gestion Contrats,production,CVE-2022-22965,pkg:maven/org.hibernate/hibernate-core@2.20.12?instance=0,6.1,0.017,False,False,High,4.1,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000151,APP-0005,Gestion Contrats,production,CVE-2023-44487,pkg:maven/io.netty/netty-handler@8.12.10?instance=12,5.3,0.1066,False,False,High,3.7,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000152,APP-0005,Gestion Contrats,production,CVE-2025-32463,pkg:maven/org.hibernate/hibernate-core@7.16.4?instance=27,7.9,0.0987,False,False,High,5.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000153,APP-0005,Gestion Contrats,production,CVE-2022-22965,pkg:maven/com.fasterxml.jackson.core/jackson-databind@7.9.3?instance=18,6.4,0.0965,True,True,High,8.6,P1,Open,SyntheticScanner
FND-000154,APP-0005,Gestion Contrats,production,CVE-2024-21626,pkg:maven/org.springframework/spring-core@4.5.5?instance=38,7.5,0.254,True,True,High,10,P1,Open,SyntheticScanner
FND-000155,APP-0005,Gestion Contrats,production,CVE-2024-21626,pkg:maven/com.fasterxml.jackson.core/jackson-databind@8.11.12?instance=14,5.4,0.0928,True,True,High,7.2,P2,Open,SyntheticScanner
FND-000156,APP-0005,Gestion Contrats,production,CVE-2024-21626,pkg:maven/org.apache.logging.log4j/log4j-core@3.7.8?instance=20,4.9,0.472,False,False,High,4.2,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000157,APP-0005,Gestion Contrats,production,CVE-2025-32463,pkg:maven/org.postgresql/postgresql@1.8.9?instance=29,8.8,0.4872,False,False,High,7.6,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000158,APP-0005,Gestion Contrats,production,CVE-2023-38545,pkg:maven/org.postgresql/postgresql@3.20.3?instance=7,7.9,0.2447,False,False,High,6.0,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000159,APP-0005,Gestion Contrats,production,CVE-2025-29927,pkg:maven/com.fasterxml.jackson.core/jackson-databind@5.20.4?instance=44,4.5,0.1559,False,True,High,4.9,P3,Open,SyntheticScanner
FND-000160,APP-0005,Gestion Contrats,production,CVE-2025-24813,pkg:maven/io.netty/netty-handler@4.7.5?instance=3,7.7,0.264,True,True,High,10,P1,Open,SyntheticScanner
FND-000161,APP-0005,Gestion Contrats,production,CVE-2024-3094,pkg:maven/io.netty/netty-handler@3.19.0?instance=59,4.5,0.0067,True,True,High,5.7,P2,Open,SyntheticScanner
FND-000162,APP-0005,Gestion Contrats,production,CVE-2023-38545,pkg:maven/org.hibernate/hibernate-core@7.9.4?instance=41,4.3,0.1072,True,True,High,5.8,P2,Open,SyntheticScanner
FND-000163,APP-0005,Gestion Contrats,production,CVE-2025-29927,pkg:maven/org.apache.logging.log4j/log4j-core@3.7.8?instance=20,9.1,0.5083,True,True,High,10,P1,Open,SyntheticScanner
FND-000164,APP-0005,Gestion Contrats,production,CVE-2025-32463,pkg:maven/org.springframework/spring-core@1.0.9?instance=57,5.4,0.3811,True,True,High,8.5,P1,Open,SyntheticScanner
FND-000165,APP-0005,Gestion Contrats,production,CVE-2021-44228,pkg:maven/org.apache.commons/commons-text@9.5.7?instance=8,6.2,0.1084,False,False,High,4.4,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000166,APP-0005,Gestion Contrats,production,CVE-2023-38545,pkg:maven/org.yaml/snakeyaml@9.17.2?instance=1,8.9,0.5399,True,True,High,10,P1,Open,SyntheticScanner
FND-000167,APP-0005,Gestion Contrats,production,CVE-2026-21401,pkg:maven/org.apache.commons/commons-text@9.0.12?instance=36,5.1,0.3274,False,True,High,6.1,P2,Open,SyntheticScanner
FND-000168,APP-0005,Gestion Contrats,production,CVE-2023-44487,pkg:maven/org.springframework/spring-core@7.18.9?instance=37,6.0,0.1888,False,False,High,4.4,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000169,APP-0005,Gestion Contrats,production,CVE-2025-32463,pkg:maven/org.postgresql/postgresql@1.8.9?instance=29,6.2,0.1367,False,False,High,4.4,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000170,APP-0005,Gestion Contrats,production,CVE-2025-29927,pkg:maven/org.yaml/snakeyaml@6.1.8?instance=23,4.8,0.1255,False,True,High,5.1,P2,Open,SyntheticScanner
FND-000171,APP-0005,Gestion Contrats,production,CVE-2024-3094,pkg:maven/org.springframework/spring-core@4.11.10?instance=52,7.1,0.1024,True,True,High,9.5,P1,Open,SyntheticScanner
FND-000172,APP-0005,Gestion Contrats,production,CVE-2024-3094,pkg:maven/org.yaml/snakeyaml@6.10.1?instance=43,9.0,0.0977,True,True,High,10,P1,Open,SyntheticScanner
FND-000173,APP-0005,Gestion Contrats,preproduction,CVE-2021-44228,pkg:maven/org.springframework/spring-core@5.17.12?instance=28,8.3,0.6675,True,True,High,10,P1,Open,SyntheticScanner
FND-000174,APP-0005,Gestion Contrats,preproduction,CVE-2022-22965,pkg:maven/com.fasterxml.jackson.core/jackson-databind@9.10.2?instance=67,6.5,0.2819,False,False,High,5.0,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000175,APP-0005,Gestion Contrats,preproduction,CVE-2024-21626,pkg:maven/org.postgresql/postgresql@5.5.11?instance=7,5.9,0.662,True,True,High,10,P1,Open,SyntheticScanner
FND-000176,APP-0005,Gestion Contrats,preproduction,CVE-2021-44228,pkg:maven/com.fasterxml.jackson.core/jackson-databind@3.10.11?instance=54,4.3,0.293,False,False,High,3.4,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000177,APP-0005,Gestion Contrats,preproduction,CVE-2023-44487,pkg:maven/org.hibernate/hibernate-core@8.20.4?instance=22,6.2,0.1874,False,False,High,4.6,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000178,APP-0005,Gestion Contrats,preproduction,CVE-2026-21401,pkg:maven/io.netty/netty-handler@8.5.2?instance=15,9.3,0.1088,False,False,High,6.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000179,APP-0005,Gestion Contrats,preproduction,CVE-2021-44228,pkg:maven/org.apache.commons/commons-text@5.2.10?instance=29,6.6,0.6274,True,True,High,10,P1,Open,SyntheticScanner
FND-000180,APP-0005,Gestion Contrats,preproduction,CVE-2025-24813,pkg:maven/org.hibernate/hibernate-core@3.10.4?instance=3,8.4,0.3586,False,False,High,6.8,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000181,APP-0005,Gestion Contrats,preproduction,CVE-2026-21401,pkg:maven/org.hibernate/hibernate-core@5.2.10?instance=55,4.6,0.4224,False,False,High,3.8,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000182,APP-0005,Gestion Contrats,preproduction,CVE-2024-21626,pkg:maven/org.postgresql/postgresql@6.17.0?instance=49,6.5,0.0724,False,True,High,6.7,P2,Open,SyntheticScanner
FND-000183,APP-0005,Gestion Contrats,preproduction,CVE-2025-29927,pkg:maven/org.hibernate/hibernate-core@5.2.10?instance=55,4.7,0.0247,False,False,High,3.1,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000184,APP-0005,Gestion Contrats,preproduction,CVE-2022-22965,pkg:maven/org.apache.logging.log4j/log4j-core@2.9.8?instance=68,4.3,0.6377,True,True,High,7.6,P1,Open,SyntheticScanner
FND-000185,APP-0005,Gestion Contrats,preproduction,CVE-2025-24813,pkg:maven/org.postgresql/postgresql@4.13.6?instance=58,4.8,0.2578,True,True,High,7.0,P2,Open,SyntheticScanner
FND-000186,APP-0005,Gestion Contrats,preproduction,CVE-2025-24813,pkg:maven/io.netty/netty-handler@6.14.7?instance=8,6.9,0.0043,False,False,High,4.5,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000187,APP-0005,Gestion Contrats,preproduction,CVE-2025-24813,pkg:maven/org.postgresql/postgresql@3.7.10?instance=25,5.4,0.597,False,False,High,4.9,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000188,APP-0006,CRM Conseillers,production,CVE-2021-44228,pkg:pypi/jinja2@4.4.0?instance=49,4.4,0.3414,False,True,Medium,4.7,P3,Open,SyntheticScanner
FND-000189,APP-0006,CRM Conseillers,production,CVE-2023-38545,pkg:pypi/flask@2.19.3?instance=59,6.8,0.6598,False,True,Medium,8.5,P1,Open,SyntheticScanner
FND-000190,APP-0006,CRM Conseillers,production,CVE-2024-3094,pkg:pypi/urllib3@2.7.12?instance=2,8.6,0.0603,False,True,Medium,7.8,P1,Open,SyntheticScanner
FND-000191,APP-0006,CRM Conseillers,production,CVE-2025-29927,pkg:pypi/cryptography@6.0.9?instance=58,5.9,0.1832,False,True,Medium,5.8,P2,Open,SyntheticScanner
FND-000192,APP-0006,CRM Conseillers,production,CVE-2023-44487,pkg:pypi/numpy@4.5.9?instance=15,8.0,0.1181,False,True,Medium,7.5,P1,Open,SyntheticScanner
FND-000193,APP-0006,CRM Conseillers,production,CVE-2025-29927,pkg:pypi/jinja2@8.19.7?instance=25,7.2,0.1746,False,False,Medium,4.7,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000194,APP-0006,CRM Conseillers,production,CVE-2023-38545,pkg:pypi/jinja2@9.11.1?instance=31,8.5,0.0689,False,True,Medium,7.8,P1,Open,SyntheticScanner
FND-000195,APP-0006,CRM Conseillers,production,CVE-2025-29927,pkg:pypi/urllib3@9.6.6?instance=11,4.8,0.1895,False,False,Medium,3.2,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000196,APP-0006,CRM Conseillers,production,CVE-2022-22965,pkg:pypi/urllib3@8.10.2?instance=54,6.1,0.6488,False,False,Medium,5.1,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000197,APP-0006,CRM Conseillers,production,CVE-2025-29927,pkg:pypi/django@1.19.11?instance=29,9.7,0.3849,False,True,Medium,10,P1,Open,SyntheticScanner
FND-000198,APP-0006,CRM Conseillers,production,CVE-2024-3094,pkg:pypi/pyyaml@1.1.6?instance=23,4.6,0.18,False,False,Medium,3.0,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000199,APP-0006,CRM Conseillers,production,CVE-2021-44228,pkg:pypi/numpy@8.11.4?instance=47,4.2,0.2559,False,False,Medium,2.9,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000200,APP-0006,CRM Conseillers,production,CVE-2025-29927,pkg:pypi/urllib3@6.8.0?instance=41,5.6,0.4683,False,True,Medium,6.4,P2,Open,SyntheticScanner
FND-000201,APP-0006,CRM Conseillers,production,CVE-2025-29927,pkg:pypi/flask@1.13.3?instance=28,7.2,0.2642,False,True,Medium,7.4,P2,Open,SyntheticScanner
FND-000202,APP-0006,CRM Conseillers,production,CVE-2025-29927,pkg:pypi/jinja2@9.11.1?instance=31,7.1,0.0297,False,False,Medium,4.2,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000203,APP-0006,CRM Conseillers,production,CVE-2024-3094,pkg:pypi/django@6.18.1?instance=0,7.2,0.1193,False,True,Medium,6.8,P2,Open,SyntheticScanner
FND-000204,APP-0006,CRM Conseillers,production,CVE-2025-24813,pkg:pypi/cryptography@9.6.1?instance=38,6.0,0.21,False,True,Medium,6.0,P2,Open,SyntheticScanner
FND-000205,APP-0006,CRM Conseillers,production,CVE-2025-32463,pkg:pypi/urllib3@8.12.8?instance=57,9.8,0.1302,False,False,Medium,6.2,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000206,APP-0006,CRM Conseillers,production,CVE-2021-44228,pkg:pypi/numpy@2.18.9?instance=12,4.7,0.093,False,True,Medium,4.4,P3,Open,SyntheticScanner
FND-000207,APP-0006,CRM Conseillers,production,CVE-2021-44228,pkg:pypi/jinja2@9.5.6?instance=51,5.6,0.0664,False,True,Medium,5.1,P2,Open,SyntheticScanner
FND-000208,APP-0006,CRM Conseillers,preproduction,CVE-2025-29927,pkg:pypi/numpy@5.1.0?instance=9,7.4,0.2131,False,False,Medium,4.9,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000209,APP-0006,CRM Conseillers,preproduction,CVE-2025-32463,pkg:pypi/cryptography@4.12.10?instance=17,5.4,0.0593,False,True,Medium,4.9,P3,Open,SyntheticScanner
FND-000210,APP-0006,CRM Conseillers,preproduction,CVE-2024-3094,pkg:pypi/django@1.1.7?instance=53,4.8,0.1124,False,True,Medium,4.5,P3,Open,SyntheticScanner
FND-000211,APP-0006,CRM Conseillers,preproduction,CVE-2025-32463,pkg:pypi/flask@8.12.2?instance=47,6.4,0.2652,False,True,Medium,6.6,P2,Open,SyntheticScanner
FND-000212,APP-0006,CRM Conseillers,preproduction,CVE-2025-24813,pkg:pypi/cryptography@3.9.12?instance=8,5.2,0.1834,False,False,Medium,3.4,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000213,APP-0006,CRM Conseillers,preproduction,CVE-2023-38545,pkg:pypi/flask@4.13.0?instance=46,5.3,0.0779,False,False,Medium,3.3,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000214,APP-0006,CRM Conseillers,preproduction,CVE-2026-21401,pkg:pypi/urllib3@1.17.8?instance=44,4.5,0.0773,False,False,Medium,2.8,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000215,APP-0006,CRM Conseillers,preproduction,CVE-2025-29927,pkg:pypi/flask@5.4.9?instance=51,6.8,0.2568,False,False,Medium,4.7,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000216,APP-0006,CRM Conseillers,preproduction,CVE-2025-32463,pkg:pypi/pyyaml@1.4.0?instance=13,5.7,0.2858,False,False,Medium,4.0,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000217,APP-0006,CRM Conseillers,preproduction,CVE-2023-38545,pkg:pypi/requests@2.7.6?instance=21,7.1,0.1199,False,True,Medium,6.7,P2,Open,SyntheticScanner
FND-000218,APP-0006,CRM Conseillers,preproduction,CVE-2025-29927,pkg:pypi/pyyaml@7.14.10?instance=5,9.2,0.5864,False,True,Medium,10,P1,Open,SyntheticScanner
FND-000219,APP-0006,CRM Conseillers,preproduction,CVE-2021-44228,pkg:pypi/flask@6.6.0?instance=4,6.7,0.3649,False,False,Medium,4.9,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000220,APP-0007,Facturation,production,CVE-2023-44487,pkg:golang/golang.org/x/crypto@3.11.8?instance=2,4.1,0.0122,True,True,High,5.2,P2,Open,SyntheticScanner
FND-000221,APP-0007,Facturation,production,CVE-2023-44487,pkg:golang/github.com/gin-gonic/gin@2.0.6?instance=77,6.6,0.0366,False,True,High,6.6,P2,Open,SyntheticScanner
FND-000222,APP-0007,Facturation,production,CVE-2023-44487,pkg:golang/golang.org/x/crypto@4.17.3?instance=63,6.5,0.0697,False,False,High,4.5,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000223,APP-0007,Facturation,production,CVE-2024-21626,pkg:golang/github.com/spf13/viper@7.10.12?instance=31,4.7,0.2341,False,True,High,5.3,P2,Open,SyntheticScanner
FND-000224,APP-0007,Facturation,production,CVE-2025-24813,pkg:golang/google.golang.org/grpc@7.18.7?instance=64,6.3,0.092,False,False,High,4.4,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000225,APP-0007,Facturation,production,CVE-2021-44228,pkg:golang/github.com/go-sql-driver/mysql@6.2.5?instance=38,4.6,0.0279,False,False,High,3.1,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000226,APP-0007,Facturation,production,CVE-2025-32463,pkg:golang/github.com/go-sql-driver/mysql@6.2.5?instance=38,7.2,0.0587,True,True,High,9.4,P1,Open,SyntheticScanner
FND-000227,APP-0007,Facturation,production,CVE-2023-38545,pkg:golang/golang.org/x/crypto@5.4.2?instance=12,5.1,0.1098,True,True,High,6.9,P2,Open,SyntheticScanner
FND-000228,APP-0007,Facturation,production,CVE-2024-3094,pkg:golang/github.com/go-sql-driver/mysql@3.11.7?instance=75,9.2,0.1562,False,False,High,6.7,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000229,APP-0007,Facturation,production,CVE-2024-21626,pkg:golang/github.com/prometheus/client_golang@3.6.5?instance=23,8.6,0.7033,True,True,High,10,P1,Open,SyntheticScanner
FND-000230,APP-0007,Facturation,production,CVE-2023-38545,pkg:golang/go.uber.org/zap@3.4.2?instance=49,8.2,0.2604,False,False,High,6.3,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000231,APP-0007,Facturation,production,CVE-2025-32463,pkg:golang/github.com/gin-gonic/gin@9.15.10?instance=50,4.7,0.2969,True,True,High,7.0,P2,Open,SyntheticScanner
FND-000232,APP-0007,Facturation,production,CVE-2023-44487,pkg:golang/github.com/prometheus/client_golang@3.5.3?instance=48,5.6,0.0676,False,False,High,3.8,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000233,APP-0007,Facturation,production,CVE-2025-29927,pkg:golang/github.com/gin-gonic/gin@7.3.1?instance=21,6.0,0.1703,False,False,High,4.4,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000234,APP-0007,Facturation,production,CVE-2023-44487,pkg:golang/google.golang.org/grpc@7.18.7?instance=64,5.1,0.6144,False,True,High,7.0,P2,Open,SyntheticScanner
FND-000235,APP-0007,Facturation,production,CVE-2021-44228,pkg:golang/github.com/spf13/viper@8.7.12?instance=72,4.9,0.1047,True,True,High,6.6,P2,Open,SyntheticScanner
FND-000236,APP-0007,Facturation,production,CVE-2022-22965,pkg:golang/go.uber.org/zap@9.11.1?instance=1,7.5,0.7291,True,True,High,10,P1,Open,SyntheticScanner
FND-000237,APP-0007,Facturation,production,CVE-2025-29927,pkg:golang/github.com/go-sql-driver/mysql@4.15.11?instance=42,8.7,0.4117,False,False,High,7.2,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000238,APP-0007,Facturation,production,CVE-2021-44228,pkg:golang/github.com/prometheus/client_golang@1.5.4?instance=4,5.0,0.0556,True,True,High,6.5,P2,Open,SyntheticScanner
FND-000239,APP-0007,Facturation,production,CVE-2021-44228,pkg:golang/golang.org/x/crypto@9.16.10?instance=80,4.6,0.0897,False,True,High,4.8,P3,Open,SyntheticScanner
FND-000240,APP-0007,Facturation,production,CVE-2023-38545,pkg:golang/github.com/prometheus/client_golang@8.12.1?instance=34,4.6,0.418,True,True,High,7.4,P2,Open,SyntheticScanner
FND-000241,APP-0007,Facturation,production,CVE-2024-3094,pkg:golang/golang.org/x/crypto@5.4.2?instance=12,5.0,0.3208,True,True,High,7.6,P1,Open,SyntheticScanner
FND-000242,APP-0007,Facturation,production,CVE-2026-21401,pkg:golang/github.com/prometheus/client_golang@4.16.5?instance=37,4.9,0.257,True,True,High,7.2,P2,Open,SyntheticScanner
FND-000243,APP-0007,Facturation,production,CVE-2025-29927,pkg:golang/github.com/spf13/viper@3.16.2?instance=27,6.8,0.1227,False,False,High,4.8,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000244,APP-0007,Facturation,production,CVE-2024-3094,pkg:golang/golang.org/x/crypto@2.11.0?instance=43,9.0,0.3387,False,True,High,10,P1,Open,SyntheticScanner
FND-000245,APP-0007,Facturation,preproduction,CVE-2025-29927,pkg:golang/github.com/gorilla/mux@8.17.2?instance=24,7.9,0.0791,True,True,High,10,P1,Open,SyntheticScanner
FND-000246,APP-0007,Facturation,preproduction,CVE-2026-21401,pkg:golang/github.com/gin-gonic/gin@2.7.11?instance=17,4.3,0.1318,False,False,High,3.1,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000247,APP-0007,Facturation,preproduction,CVE-2021-44228,pkg:golang/github.com/spf13/viper@4.2.12?instance=22,4.7,0.152,True,True,High,6.5,P2,Open,SyntheticScanner
FND-000248,APP-0007,Facturation,preproduction,CVE-2024-21626,pkg:golang/github.com/spf13/viper@4.2.12?instance=22,9.0,0.6209,False,True,High,10,P1,Open,SyntheticScanner
FND-000249,APP-0007,Facturation,preproduction,CVE-2025-24813,pkg:golang/github.com/prometheus/client_golang@6.5.9?instance=44,4.7,0.0233,False,False,High,3.1,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000250,APP-0007,Facturation,preproduction,CVE-2025-32463,pkg:golang/go.uber.org/zap@5.2.6?instance=34,7.3,0.3161,True,True,High,10,P1,Open,SyntheticScanner
